# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,P80,0,CSYKEIZMSY,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.022540983606556986e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,36,17
# x,y,z,u,w
4.643222590758229740e-01, -1.644902446300618609e-19, 1.371309030418410568e-02, 4.026756149411022670e-18, 6.478693414572911369e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.643222590758229740e-01, 3.469446951953614189e-18, 1.371309030418410742e-02
4.643222590758229740e-01, -2.225683576316009228e-19, 2.829701473791093602e-02, 2.225683576316009228e-19, 8.444104110417249842e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.108721193611831966e-17, 2.799999999999999822e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.643222590758229740e-01, 0.000000000000000000e+00, 2.829701473791093602e-02
4.643222590758229740e-01, -2.934919718207652381e-19, 4.610655737704866253e-02, 3.762938923774379523e-18, 9.163947421285237316e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.643222590758229740e-01, 3.469446951953614189e-18, 4.610655737704866253e-02
4.643222590758229740e-01, -3.644155860099295533e-19, 6.391610001618638903e-02, 3.644155860099295533e-19, 8.444104110417249842e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.643222590758229740e-01, 0.000000000000000000e+00, 6.391610001618638903e-02
4.643222590758229740e-01, -4.224936990114686634e-19, 7.850002444991323325e-02, 4.224936990114686634e-19, 6.478693414572911369e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.643222590758229740e-01, 0.000000000000000000e+00, 7.850002444991323325e-02
4.643222590758229740e-01, -4.616283451783478338e-19, 8.832707792913489786e-02, 1.405051443047602820e-17, 3.561908527827545301e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.643222590758229740e-01, 1.734723475976807094e-18, 8.832707792913488398e-02
4.643222590758229740e-01, -4.759616411790147235e-19, 9.192629448347483523e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.643222590758229740e-01, -4.759616411790147235e-19, 9.192629448347483523e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.656998220448662074e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.656998220448662074e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 5.553824967135426632e-17, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.656998220448662629e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.656998220448662074e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 5.553824967135426632e-17, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.656998220448662629e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 2.980806579070372289e-02, 5.551115123125782702e-17, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.656998220448662629e-01, 0.000000000000000000e+00, 2.980806579070372289e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.656998220448662074e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 6.240504896339359869e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.656998220448662074e-01, 0.000000000000000000e+00, 6.240504896339359869e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.656998220448662074e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.656998220448662074e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.656998220448662074e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.656998220448662074e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.671389667817083535e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.671389667817083535e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.671389667817083535e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.671389667817083535e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.671389667817083535e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 2.980806579070372289e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.671389667817083535e-01, 0.000000000000000000e+00, 2.980806579070372289e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.671389667817083535e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 6.240504896339359869e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.671389667817083535e-01, 0.000000000000000000e+00, 6.240504896339359869e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.671389667817083535e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.671389667817083535e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.671389667817083535e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.671389667817083535e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.685781115185504442e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.685781115185504442e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.685781115185504442e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.685781115185504442e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.685781115185504442e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 2.980806579070372636e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.685781115185504442e-01, 0.000000000000000000e+00, 2.980806579070372636e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.685781115185504442e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 6.240504896339359869e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.685781115185504442e-01, 0.000000000000000000e+00, 6.240504896339359869e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.685781115185504442e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.685781115185504442e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.685781115185504442e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.685781115185504442e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.700172562553925903e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.700172562553925903e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.700172562553925903e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.700172562553925903e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.700172562553925903e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 2.980806579070372289e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.700172562553925903e-01, 0.000000000000000000e+00, 2.980806579070372289e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.700172562553925903e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 6.240504896339358482e-02, 6.938893903907228378e-18, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.700172562553925903e-01, 0.000000000000000000e+00, 6.240504896339359175e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.700172562553925903e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.700172562553925903e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.700172562553925903e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.600000000000000089e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.700172562553925903e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.714564009922346255e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.714564009922346255e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.714564009922346255e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.714564009922346255e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.714564009922346255e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 2.980806579070372636e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.714564009922346255e-01, 0.000000000000000000e+00, 2.980806579070372636e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.714564009922346255e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 6.240504896339358482e-02, 6.938893903907228378e-18, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.714564009922346255e-01, 0.000000000000000000e+00, 6.240504896339359175e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.714564009922346255e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.714564009922346255e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.714564009922346255e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.799999999999999822e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.714564009922346255e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 4.217721499186061207e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 4.217721499186061207e-03
4.728955457290767717e-01, 0.000000000000000000e+00, 7.511731778292457182e-03, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 7.511731778292457182e-03
4.728955457290767717e-01, 0.000000000000000000e+00, 1.649248523329166841e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 1.649248523329166841e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 2.980806579070372289e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 2.980806579070372289e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.377767175572520264e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 6.240504896339359869e-02, 0.000000000000000000e+00, 7.718965119751240722e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 6.240504896339359869e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 7.572062952080566012e-02, 1.734723475976807094e-18, 5.922814428751399518e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 7.572062952080566012e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 8.470138297580487308e-02, 1.734723475976807094e-18, 3.259698317268987233e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 8.470138297580487308e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 8.799539325491126385e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 8.799539325491126385e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 5.024019209109726290e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 5.024019209109726290e-03
4.728955457290767717e-01, 0.000000000000000000e+00, 8.254624695773272666e-03, 0.000000000000000000e+00, 3.196953978994239443e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 8.254624695773272666e-03
4.728955457290767717e-01, 0.000000000000000000e+00, 1.706251202087409602e-02, 1.734723475976807094e-18, 5.808809071234914689e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 1.706251202087409602e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 3.012178748207745838e-02, 0.000000000000000000e+00, 7.570386536255077625e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 3.012178748207745838e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 8.216507633587787074e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 6.209132727201985974e-02, 0.000000000000000000e+00, 7.570386536255077625e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 6.209132727201985974e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 7.515060273322322903e-02, 1.734723475976807094e-18, 5.808809071234914689e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 7.515060273322322903e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 8.395849005832405065e-02, 0.000000000000000000e+00, 3.196953978994239443e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 8.395849005832405065e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 8.718909554498760484e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.200000000000000178e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 8.718909554498760484e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 6.946729132773851387e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.400000000000000355e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 6.946729132773851387e-03
4.728955457290767717e-01, 0.000000000000000000e+00, 1.002613857591982960e-02, 1.734723475976807094e-18, 3.047332864646764075e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.400000000000000355e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.728955457290767717e-01, 1.734723475976807094e-18, 1.002613857591982960e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 1.842180666818603318e-02, 3.469446951953614189e-18, 5.536950141772527256e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.400000000000000355e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 1.842180666818602972e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 3.086989305381484389e-02, 3.469446951953614189e-18, 7.216083760225766586e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.400000000000000355e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.728955457290767717e-01, 3.469446951953614189e-18, 3.086989305381484389e-02
4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 0.000000000000000000e+00, 7.831965648854963269e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.400000000000000355e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.728955457290767717e-01, 0.000000000000000000e+00, 4.610655737704866253e-02
