# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,P80,0,CSYKEIZMSY,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.022540983606556986e-01, 0.000000000000000000e+00, 4.610655737704866253e-02, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,36,17
# x,y,z,u,w
3.187014667817082980e-01, 0.000000000000000000e+00, -1.039344262295133908e-02, 1.000000000000000000e+00, 1.000000000000000000e+00
3.187014667817082980e-01, -2.198353702913829338e-02, -5.950454965997438277e-03, 1.000000000000000000e+00, 1.250000000000000000e+00
3.187014667817083535e-01, -3.994369958145625732e-02, 6.162857795592405208e-03, 1.000000000000000000e+00, 1.500000000000000000e+00
3.187014667817082980e-01, -5.205701234304610514e-02, 2.412302034791037261e-02, 1.000000000000000000e+00, 1.750000000000000000e+00
3.187014667817082980e-01, -5.650000000000000161e-02, 4.610655737704866253e-02, 1.000000000000000000e+00, 2.000000000000000000e+00
3.187014667817082980e-01, -5.205701234304610514e-02, 6.809009440618694897e-02, 1.000000000000000000e+00, 2.250000000000000000e+00
3.187014667817082980e-01, -3.994369958145625732e-02, 8.605025695850491985e-02, 1.000000000000000000e+00, 2.500000000000000000e+00
3.187014667817082980e-01, -2.198353702913829338e-02, 9.816356972009475379e-02, 1.000000000000000000e+00, 2.750000000000000000e+00
3.187014667817082980e-01, 0.000000000000000000e+00, 1.026065573770486572e-01, 1.000000000000000000e+00, 3.000000000000000000e+00
3.187014667817082980e-01, 2.198353702913829338e-02, 9.816356972009475379e-02, 1.000000000000000000e+00, 3.250000000000000000e+00
3.187014667817083535e-01, 3.994369958145626426e-02, 8.605025695850491985e-02, 1.000000000000000000e+00, 3.500000000000000000e+00
3.187014667817082980e-01, 5.205701234304610514e-02, 6.809009440618694897e-02, 1.000000000000000000e+00, 3.750000000000000000e+00
3.187014667817083535e-01, 5.650000000000000161e-02, 4.610655737704866253e-02, 1.000000000000000000e+00, 4.000000000000000000e+00
3.341732729312443251e-01, 5.622089694656488834e-02, 4.610655737704866253e-02, 1.199999999999999956e+00, 0.000000000000000000e+00
3.341732729312443251e-01, 5.179985710237966501e-02, 2.423161631800128599e-02, 1.199999999999999956e+00, 2.500000000000000000e-01
3.341732729312443251e-01, 3.974638261652388427e-02, 6.360174760524781729e-03, 1.199999999999999956e+00, 5.000000000000000000e-01
3.341732729312443251e-01, 2.187494105904738001e-02, -5.693299725331001614e-03, 1.199999999999999956e+00, 7.500000000000000000e-01
3.341732729312443251e-01, 0.000000000000000000e+00, -1.011433956951622408e-02, 1.199999999999999956e+00, 1.000000000000000000e+00
3.341732729312443251e-01, -2.187494105904738001e-02, -5.693299725331001614e-03, 1.199999999999999956e+00, 1.250000000000000000e+00
3.341732729312443251e-01, -3.974638261652387733e-02, 6.360174760524781729e-03, 1.199999999999999956e+00, 1.500000000000000000e+00
3.341732729312443251e-01, -5.179985710237966501e-02, 2.423161631800128599e-02, 1.199999999999999956e+00, 1.750000000000000000e+00
3.341732729312443251e-01, -5.622089694656488834e-02, 4.610655737704866253e-02, 1.199999999999999956e+00, 2.000000000000000000e+00
3.341732729312443251e-01, -5.179985710237966501e-02, 6.798149843609604948e-02, 1.199999999999999956e+00, 2.250000000000000000e+00
3.341732729312443251e-01, -3.974638261652387733e-02, 8.585293999357253292e-02, 1.199999999999999956e+00, 2.500000000000000000e+00
3.341732729312443251e-01, -2.187494105904738001e-02, 9.790641447942834141e-02, 1.199999999999999956e+00, 2.750000000000000000e+00
3.341732729312443251e-01, 0.000000000000000000e+00, 1.023274543236135370e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
3.341732729312443251e-01, 2.187494105904738001e-02, 9.790641447942834141e-02, 1.199999999999999956e+00, 3.250000000000000000e+00
3.341732729312443251e-01, 3.974638261652388427e-02, 8.585293999357253292e-02, 1.199999999999999956e+00, 3.500000000000000000e+00
3.341732729312443251e-01, 5.179985710237966501e-02, 6.798149843609604948e-02, 1.199999999999999956e+00, 3.750000000000000000e+00
3.341732729312443251e-01, 5.622089694656488834e-02, 4.610655737704866253e-02, 1.199999999999999956e+00, 4.000000000000000000e+00
3.643943322274186825e-01, 5.555534351145038907e-02, 4.610655737704866253e-02, 1.399999999999999911e+00, 0.000000000000000000e+00
3.643943322274186825e-01, 5.118664075925201395e-02, 2.449057593898729818e-02, 1.399999999999999911e+00, 2.500000000000000000e-01
3.643943322274186825e-01, 3.927585754630052994e-02, 6.830699830748142992e-03, 1.399999999999999911e+00, 5.000000000000000000e-01
3.643943322274186825e-01, 2.161598143806137129e-02, -5.080083382203347958e-03, 1.399999999999999911e+00, 7.500000000000000000e-01
3.643943322274186825e-01, 0.000000000000000000e+00, -9.448786134401719605e-03, 1.399999999999999911e+00, 1.000000000000000000e+00
3.643943322274186825e-01, -2.161598143806137129e-02, -5.080083382203347958e-03, 1.399999999999999911e+00, 1.250000000000000000e+00
3.643943322274186825e-01, -3.927585754630051607e-02, 6.830699830748142992e-03, 1.399999999999999911e+00, 1.500000000000000000e+00
3.643943322274186825e-01, -5.118664075925201395e-02, 2.449057593898729818e-02, 1.399999999999999911e+00, 1.750000000000000000e+00
3.643943322274186825e-01, -5.555534351145038907e-02, 4.610655737704866253e-02, 1.399999999999999911e+00, 2.000000000000000000e+00
3.643943322274186825e-01, -5.118664075925201395e-02, 6.772253881511003382e-02, 1.399999999999999911e+00, 2.250000000000000000e+00
3.643943322274186825e-01, -3.927585754630051607e-02, 8.538241492334919247e-02, 1.399999999999999911e+00, 2.500000000000000000e+00
3.643943322274186825e-01, -2.161598143806137129e-02, 9.729319813630066260e-02, 1.399999999999999911e+00, 2.750000000000000000e+00
3.643943322274186825e-01, 0.000000000000000000e+00, 1.016619008884990377e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
3.643943322274186825e-01, 2.161598143806137129e-02, 9.729319813630066260e-02, 1.399999999999999911e+00, 3.250000000000000000e+00
3.643943322274186825e-01, 3.927585754630052994e-02, 8.538241492334919247e-02, 1.399999999999999911e+00, 3.500000000000000000e+00
3.643943322274186825e-01, 5.118664075925201395e-02, 6.772253881511003382e-02, 1.399999999999999911e+00, 3.750000000000000000e+00
3.643943322274186825e-01, 5.555534351145038907e-02, 4.610655737704866253e-02, 1.399999999999999911e+00, 4.000000000000000000e+00
3.995234029225092631e-01, 5.476097328244275420e-02, 4.610655737704866253e-02, 1.600000000000000089e+00, 0.000000000000000000e+00
3.995234029225092631e-01, 5.045473738197061436e-02, 2.479965677693835024e-02, 1.600000000000000089e+00, 2.500000000000000000e-01
3.995234029225092631e-01, 3.871426310764683465e-02, 7.392294269401832214e-03, 1.600000000000000089e+00, 5.000000000000000000e-01
3.995234029225092631e-01, 2.130690060011031228e-02, -4.348180004921953570e-03, 1.600000000000000089e+00, 7.500000000000000000e-01
3.995234029225092631e-01, 0.000000000000000000e+00, -8.654415905394084729e-03, 1.600000000000000089e+00, 1.000000000000000000e+00
3.995234029225092631e-01, -2.130690060011031228e-02, -4.348180004921953570e-03, 1.600000000000000089e+00, 1.250000000000000000e+00
3.995234029225092631e-01, -3.871426310764682771e-02, 7.392294269401832214e-03, 1.600000000000000089e+00, 1.500000000000000000e+00
3.995234029225092631e-01, -5.045473738197061436e-02, 2.479965677693835024e-02, 1.600000000000000089e+00, 1.750000000000000000e+00
3.995234029225092631e-01, -5.476097328244275420e-02, 4.610655737704866253e-02, 1.600000000000000089e+00, 2.000000000000000000e+00
3.995234029225092631e-01, -5.045473738197061436e-02, 6.741345797715897481e-02, 1.600000000000000089e+00, 2.250000000000000000e+00
3.995234029225092631e-01, -3.871426310764682771e-02, 8.482082048469549718e-02, 1.600000000000000089e+00, 2.500000000000000000e+00
3.995234029225092631e-01, -2.130690060011031228e-02, 9.656129475901925607e-02, 1.600000000000000089e+00, 2.750000000000000000e+00
3.995234029225092631e-01, 0.000000000000000000e+00, 1.008675306594914028e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
3.995234029225092631e-01, 2.130690060011031228e-02, 9.656129475901925607e-02, 1.600000000000000089e+00, 3.250000000000000000e+00
3.995234029225092631e-01, 3.871426310764683465e-02, 8.482082048469549718e-02, 1.600000000000000089e+00, 3.500000000000000000e+00
3.995234029225092631e-01, 5.045473738197061436e-02, 6.741345797715897481e-02, 1.600000000000000089e+00, 3.750000000000000000e+00
3.995234029225092631e-01, 5.476097328244275420e-02, 4.610655737704866253e-02, 1.600000000000000089e+00, 4.000000000000000000e+00
4.297192432687939045e-01, 5.409541984732824799e-02, 4.610655737704866253e-02, 1.800000000000000044e+00, 0.000000000000000000e+00
4.297192432687939045e-01, 4.984152103884297025e-02, 2.505861639792436243e-02, 1.800000000000000044e+00, 2.500000000000000000e-01
4.297192432687939045e-01, 3.824373803742347339e-02, 7.862819339625192611e-03, 1.800000000000000044e+00, 5.000000000000000000e-01
4.297192432687939045e-01, 2.104794097912429662e-02, -3.734963661794301216e-03, 1.800000000000000044e+00, 7.500000000000000000e-01
4.297192432687939045e-01, 0.000000000000000000e+00, -7.988862470279583725e-03, 1.800000000000000044e+00, 1.000000000000000000e+00
4.297192432687939045e-01, -2.104794097912429662e-02, -3.734963661794301216e-03, 1.800000000000000044e+00, 1.250000000000000000e+00
4.297192432687939045e-01, -3.824373803742346645e-02, 7.862819339625192611e-03, 1.800000000000000044e+00, 1.500000000000000000e+00
4.297192432687939045e-01, -4.984152103884297025e-02, 2.505861639792436243e-02, 1.800000000000000044e+00, 1.750000000000000000e+00
4.297192432687939045e-01, -5.409541984732824799e-02, 4.610655737704866253e-02, 1.800000000000000044e+00, 2.000000000000000000e+00
4.297192432687939045e-01, -4.984152103884297025e-02, 6.715449835617295915e-02, 1.800000000000000044e+00, 2.250000000000000000e+00
4.297192432687939045e-01, -3.824373803742346645e-02, 8.435029541447211510e-02, 1.800000000000000044e+00, 2.500000000000000000e+00
4.297192432687939045e-01, -2.104794097912429662e-02, 9.594807841589161890e-02, 1.800000000000000044e+00, 2.750000000000000000e+00
4.297192432687940156e-01, 0.000000000000000000e+00, 1.002019772243769175e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
4.297192432687939045e-01, 2.104794097912429662e-02, 9.594807841589161890e-02, 1.800000000000000044e+00, 3.250000000000000000e+00
4.297192432687939045e-01, 3.824373803742347339e-02, 8.435029541447211510e-02, 1.800000000000000044e+00, 3.500000000000000000e+00
4.297192432687939045e-01, 4.984152103884297025e-02, 6.715449835617295915e-02, 1.800000000000000044e+00, 3.750000000000000000e+00
4.297192432687939045e-01, 5.409541984732824799e-02, 4.610655737704866253e-02, 1.800000000000000044e+00, 4.000000000000000000e+00
4.451406115185504442e-01, 5.381631679389312778e-02, 4.610655737704866253e-02, 2.000000000000000000e+00, 0.000000000000000000e+00
4.451406115185504442e-01, 4.958436579817652318e-02, 2.516721236801527234e-02, 2.000000000000000000e+00, 2.500000000000000000e-01
4.451406115185504442e-01, 3.804642107249109340e-02, 8.060136304557569131e-03, 2.000000000000000000e+00, 5.000000000000000000e-01
4.451406115185504442e-01, 2.093934500903339019e-02, -3.477808421127864119e-03, 2.000000000000000000e+00, 7.500000000000000000e-01
4.451406115185504442e-01, 0.000000000000000000e+00, -7.709759416844465252e-03, 2.000000000000000000e+00, 1.000000000000000000e+00
4.451406115185504442e-01, -2.093934500903339019e-02, -3.477808421127864119e-03, 2.000000000000000000e+00, 1.250000000000000000e+00
4.451406115185504442e-01, -3.804642107249109340e-02, 8.060136304557569131e-03, 2.000000000000000000e+00, 1.500000000000000000e+00
4.451406115185504442e-01, -4.958436579817652318e-02, 2.516721236801527234e-02, 2.000000000000000000e+00, 1.750000000000000000e+00
4.451406115185504442e-01, -5.381631679389312778e-02, 4.610655737704866253e-02, 2.000000000000000000e+00, 2.000000000000000000e+00
4.451406115185504442e-01, -4.958436579817652318e-02, 6.704590238608204578e-02, 2.000000000000000000e+00, 2.250000000000000000e+00
4.451406115185504442e-01, -3.804642107249109340e-02, 8.415297844953975592e-02, 2.000000000000000000e+00, 2.500000000000000000e+00
4.451406115185504442e-01, -2.093934500903339019e-02, 9.569092317522517877e-02, 2.000000000000000000e+00, 2.750000000000000000e+00
4.451406115185504442e-01, 0.000000000000000000e+00, 9.992287417094178337e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
4.451406115185504442e-01, 2.093934500903339019e-02, 9.569092317522517877e-02, 2.000000000000000000e+00, 3.250000000000000000e+00
4.451406115185504442e-01, 3.804642107249109340e-02, 8.415297844953975592e-02, 2.000000000000000000e+00, 3.500000000000000000e+00
4.451406115185504442e-01, 4.958436579817652318e-02, 6.704590238608204578e-02, 2.000000000000000000e+00, 3.750000000000000000e+00
4.451406115185504442e-01, 5.381631679389312778e-02, 4.610655737704866253e-02, 2.000000000000000000e+00, 4.000000000000000000e+00
4.503211491160616919e-01, 5.324846958195006419e-02, 4.610655737704866253e-02, 2.200000000000000178e+00, 0.000000000000000000e+00
4.503211491160616919e-01, 4.906214931058440476e-02, 2.539276054976657634e-02, 2.200000000000000178e+00, 2.500000000000000000e-01
4.503211491160616919e-01, 3.764506444403254576e-02, 8.461492933016113299e-03, 2.200000000000000178e+00, 5.000000000000000000e-01
4.503211491160616919e-01, 2.071379682728208965e-02, -2.955591933535731391e-03, 2.200000000000000178e+00, 7.500000000000000000e-01
4.503211491160616919e-01, -2.775557561562895622e-20, -7.141912204901392988e-03, 2.200000000000000178e+00, 1.000000000000000000e+00
4.503211491160616919e-01, -2.071379682728208965e-02, -2.955591933535731391e-03, 2.200000000000000178e+00, 1.250000000000000000e+00
4.503211491160616919e-01, -3.764506444403254576e-02, 8.461492933016113299e-03, 2.200000000000000178e+00, 1.500000000000000000e+00
4.503211491160616919e-01, -4.906214931058439782e-02, 2.539276054976657634e-02, 2.200000000000000178e+00, 1.750000000000000000e+00
4.503211491160616919e-01, -5.324846958195006419e-02, 4.610655737704866253e-02, 2.200000000000000178e+00, 2.000000000000000000e+00
4.503211491160616919e-01, -4.906214931058440476e-02, 6.682035420433074524e-02, 2.200000000000000178e+00, 2.250000000000000000e+00
4.503211491160616919e-01, -3.764506444403254576e-02, 8.375162182108120135e-02, 2.200000000000000178e+00, 2.500000000000000000e+00
